slid,sid,r_origin_rarity,r_origin_s_name,r_origin_power_rate,r_goal_powerate,lv,r_dragon,t_name,r_chance_type,r_count_power_rate,col_01,mod_01,val_01,t_desc,col_02,mod_02,val_02,col_03,mod_03,val_03,col_04,mod_04,val_04,col_05,mod_05,val_05
20081401,200814,rare,드래그 스킬,396,198,1,빛 리프드래곤,리프 블레이드,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20081402,200814,rare,드래그 스킬,396,198,2,빛 리프드래곤,리프 블레이드,active,5,power_rate,add,40,스킬의 피해량 10% 증가,,,,,,,,,,,,
20081403,200814,rare,드래그 스킬,396,198,3,빛 리프드래곤,리프 블레이드,active,5,power_rate,add,40,스킬의 피해량 20% 증가,,,,,,,,,,,,
20081404,200814,rare,드래그 스킬,396,198,4,빛 리프드래곤,리프 블레이드,active,5,power_rate,add,40,스킬의 피해량 30% 증가,,,,,,,,,,,,
20081405,200814,rare,드래그 스킬,396,198,5,빛 리프드래곤,리프 블레이드,active,2.5,power_rate,add,79,스킬의 피해량 50% 증가,,,,,,,,,,,,
20082401,200824,rare,패시브 1,792,396,1,빛 리프드래곤,매직 리프,indie_time,5,,,,강화 효과 없음,,,,,,,,,,,,
20082402,200824,rare,패시브 1,792,396,2,빛 리프드래곤,매직 리프,indie_time,5,power_rate,add,79,스킬의 피해량 10% 증가,,,,,,,,,,,,
20082403,200824,rare,패시브 1,792,396,3,빛 리프드래곤,매직 리프,indie_time,5,power_rate,add,79,스킬의 피해량 20% 증가,,,,,,,,,,,,
20082404,200824,rare,패시브 1,792,396,4,빛 리프드래곤,매직 리프,indie_time,5,power_rate,add,79,스킬의 피해량 30% 증가,,,,,,,,,,,,
20082405,200824,rare,패시브 1,792,396,5,빛 리프드래곤,매직 리프,indie_time,2.5,power_rate,add,158,스킬의 피해량 50% 증가,,,,,,,,,,,,
20083401,200834,rare,패시브 2,,,1,빛 리프드래곤,치명 피해 증가,passive,0,,,,강화 효과 없음,,,,,,,,,,,,
20083402,200834,rare,패시브 2,,,2,빛 리프드래곤,치명 피해 증가,passive,0,add_option_value_1,add,3,치명피해 증가량 3% 증가,,,,,,,,,,,,
20083403,200834,rare,패시브 2,,,3,빛 리프드래곤,치명 피해 증가,passive,0,add_option_value_1,add,3,치명피해 증가량 6% 증가,,,,,,,,,,,,
20083404,200834,rare,패시브 2,,,4,빛 리프드래곤,치명 피해 증가,passive,0,add_option_value_1,add,4,치명피해 증가량 10% 증가,,,,,,,,,,,,
20083405,200834,rare,패시브 2,,,5,빛 리프드래곤,치명 피해 증가,passive,0,add_option_value_1,add,4,치명피해 증가량 14% 증가,,,,,,,,,,,,
20081501,200815,rare,드래그 스킬,396,198,1,어둠 리프드래곤,리프 블레이드,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20081502,200815,rare,드래그 스킬,396,198,2,어둠 리프드래곤,리프 블레이드,active,5,power_rate,add,40,스킬의 피해량 10% 증가,,,,,,,,,,,,
20081503,200815,rare,드래그 스킬,396,198,3,어둠 리프드래곤,리프 블레이드,active,5,power_rate,add,40,스킬의 피해량 20% 증가,,,,,,,,,,,,
20081504,200815,rare,드래그 스킬,396,198,4,어둠 리프드래곤,리프 블레이드,active,5,power_rate,add,40,스킬의 피해량 30% 증가,,,,,,,,,,,,
20081505,200815,rare,드래그 스킬,396,198,5,어둠 리프드래곤,리프 블레이드,active,2.5,power_rate,add,79,스킬의 피해량 50% 증가,,,,,,,,,,,,
20082501,200825,rare,패시브 1,792,396,1,어둠 리프드래곤,매직 리프,indie_time,5,,,,강화 효과 없음,,,,,,,,,,,,
20082502,200825,rare,패시브 1,792,396,2,어둠 리프드래곤,매직 리프,indie_time,5,power_rate,add,79,스킬의 피해량 10% 증가,,,,,,,,,,,,
20082503,200825,rare,패시브 1,792,396,3,어둠 리프드래곤,매직 리프,indie_time,5,power_rate,add,79,스킬의 피해량 20% 증가,,,,,,,,,,,,
20082504,200825,rare,패시브 1,792,396,4,어둠 리프드래곤,매직 리프,indie_time,5,power_rate,add,79,스킬의 피해량 30% 증가,,,,,,,,,,,,
20082505,200825,rare,패시브 1,792,396,5,어둠 리프드래곤,매직 리프,indie_time,2.5,power_rate,add,158,스킬의 피해량 50% 증가,,,,,,,,,,,,
20083501,200835,rare,패시브 2,,,1,어둠 리프드래곤,치명 확률 증가,passive,0,,,,강화 효과 없음,,,,,,,,,,,,
20083502,200835,rare,패시브 2,,,2,어둠 리프드래곤,치명 확률 증가,passive,0,add_option_value_1,add,2,치명확률 증가량 2% 증가,,,,,,,,,,,,
20083503,200835,rare,패시브 2,,,3,어둠 리프드래곤,치명 확률 증가,passive,0,add_option_value_1,add,2,치명확률 증가량 4% 증가,,,,,,,,,,,,
20083504,200835,rare,패시브 2,,,4,어둠 리프드래곤,치명 확률 증가,passive,0,add_option_value_1,add,2,치명확률 증가량 6% 증가,,,,,,,,,,,,
20083505,200835,rare,패시브 2,,,5,어둠 리프드래곤,치명 확률 증가,passive,0,add_option_value_1,add,4,치명확률 증가량 10% 증가,,,,,,,,,,,,
20091101,200911,rare,드래그 스킬,1386,693,1,땅 테일 드래곤,테일 썬더,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20091102,200911,rare,드래그 스킬,1386,693,2,땅 테일 드래곤,테일 썬더,active,5,power_rate,add,139,스킬의 피해량 10% 증가,,,,,,,,,,,,
20091103,200911,rare,드래그 스킬,1386,693,3,땅 테일 드래곤,테일 썬더,active,5,power_rate,add,139,스킬의 피해량 20% 증가,,,,,,,,,,,,
20091104,200911,rare,드래그 스킬,1386,693,4,땅 테일 드래곤,테일 썬더,active,5,power_rate,add,139,스킬의 피해량 30% 증가,,,,,,,,,,,,
20091105,200911,rare,드래그 스킬,1386,693,5,땅 테일 드래곤,테일 썬더,active,2.5,power_rate,add,277,스킬의 피해량 50% 증가,,,,,,,,,,,,
20092101,200921,rare,패시브 1,317,159,1,땅 테일 드래곤,스매시,indie_time,5,,,,강화 효과 없음,,,,,,,,,,,,
20092102,200921,rare,패시브 1,317,159,2,땅 테일 드래곤,스매시,indie_time,5,power_rate,add,32,스킬의 피해량 10% 증가,,,,,,,,,,,,
20092103,200921,rare,패시브 1,317,159,3,땅 테일 드래곤,스매시,indie_time,5,power_rate,add,32,스킬의 피해량 20% 증가,,,,,,,,,,,,
20092104,200921,rare,패시브 1,317,159,4,땅 테일 드래곤,스매시,indie_time,5,power_rate,add,32,스킬의 피해량 30% 증가,,,,,,,,,,,,
20092105,200921,rare,패시브 1,317,159,5,땅 테일 드래곤,스매시,indie_time,2.5,power_rate,add,64,스킬의 피해량 50% 증가,,,,,,,,,,,,
20093101,200931,rare,패시브 2,,,1,땅 테일 드래곤,적중 증가,indie_time_short,0,,,,강화 효과 없음,,,,,,,,,,,,
20093102,200931,rare,패시브 2,,,2,땅 테일 드래곤,적중 증가,indie_time_short,0,chance_value,add,-2,재사용 시간 2초 감소,,,,,,,,,,,,
20093103,200931,rare,패시브 2,,,3,땅 테일 드래곤,적중 증가,indie_time_short,0,chance_value,add,-2,재사용 시간 4초 감소,,,,,,,,,,,,
20093104,200931,rare,패시브 2,,,4,땅 테일 드래곤,적중 증가,indie_time_short,0,chance_value,add,-2,재사용 시간 6초 감소,,,,,,,,,,,,
20093105,200931,rare,패시브 2,,,5,땅 테일 드래곤,적중 증가,indie_time_short,0,chance_value,add,-4,재사용 시간 10초 감소,,,,,,,,,,,,
20091201,200912,rare,드래그 스킬,1386,693,1,물 테일 드래곤,테일 썬더,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20091202,200912,rare,드래그 스킬,1386,693,2,물 테일 드래곤,테일 썬더,active,5,power_rate,add,139,스킬의 피해량 10% 증가,,,,,,,,,,,,
20091203,200912,rare,드래그 스킬,1386,693,3,물 테일 드래곤,테일 썬더,active,5,power_rate,add,139,스킬의 피해량 20% 증가,,,,,,,,,,,,
20091204,200912,rare,드래그 스킬,1386,693,4,물 테일 드래곤,테일 썬더,active,5,power_rate,add,139,스킬의 피해량 30% 증가,,,,,,,,,,,,
20091205,200912,rare,드래그 스킬,1386,693,5,물 테일 드래곤,테일 썬더,active,2.5,power_rate,add,277,스킬의 피해량 50% 증가,,,,,,,,,,,,
20092201,200922,rare,패시브 1,317,159,1,물 테일 드래곤,스매시,indie_time,5,,,,강화 효과 없음,,,,,,,,,,,,
20092202,200922,rare,패시브 1,317,159,2,물 테일 드래곤,스매시,indie_time,5,power_rate,add,32,스킬의 피해량 10% 증가,,,,,,,,,,,,
20092203,200922,rare,패시브 1,317,159,3,물 테일 드래곤,스매시,indie_time,5,power_rate,add,32,스킬의 피해량 20% 증가,,,,,,,,,,,,
20092204,200922,rare,패시브 1,317,159,4,물 테일 드래곤,스매시,indie_time,5,power_rate,add,32,스킬의 피해량 30% 증가,,,,,,,,,,,,
20092205,200922,rare,패시브 1,317,159,5,물 테일 드래곤,스매시,indie_time,2.5,power_rate,add,64,스킬의 피해량 50% 증가,,,,,,,,,,,,
20093201,200932,rare,패시브 2,,,1,물 테일 드래곤,적중 증가,indie_time_short,0,,,,강화 효과 없음,,,,,,,,,,,,
20093202,200932,rare,패시브 2,,,2,물 테일 드래곤,적중 증가,indie_time_short,0,chance_value,add,-2,재사용 시간 2초 감소,,,,,,,,,,,,
20093203,200932,rare,패시브 2,,,3,물 테일 드래곤,적중 증가,indie_time_short,0,chance_value,add,-2,재사용 시간 4초 감소,,,,,,,,,,,,
20093204,200932,rare,패시브 2,,,4,물 테일 드래곤,적중 증가,indie_time_short,0,chance_value,add,-2,재사용 시간 6초 감소,,,,,,,,,,,,
20093205,200932,rare,패시브 2,,,5,물 테일 드래곤,적중 증가,indie_time_short,0,chance_value,add,-4,재사용 시간 10초 감소,,,,,,,,,,,,
20091301,200913,rare,드래그 스킬,1386,693,1,불 테일 드래곤,테일 썬더,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20091302,200913,rare,드래그 스킬,1386,693,2,불 테일 드래곤,테일 썬더,active,5,power_rate,add,139,스킬의 피해량 10% 증가,,,,,,,,,,,,
20091303,200913,rare,드래그 스킬,1386,693,3,불 테일 드래곤,테일 썬더,active,5,power_rate,add,139,스킬의 피해량 20% 증가,,,,,,,,,,,,
20091304,200913,rare,드래그 스킬,1386,693,4,불 테일 드래곤,테일 썬더,active,5,power_rate,add,139,스킬의 피해량 30% 증가,,,,,,,,,,,,
20091305,200913,rare,드래그 스킬,1386,693,5,불 테일 드래곤,테일 썬더,active,2.5,power_rate,add,277,스킬의 피해량 50% 증가,,,,,,,,,,,,
20092301,200923,rare,패시브 1,317,159,1,불 테일 드래곤,스매시,indie_time,5,,,,강화 효과 없음,,,,,,,,,,,,
20092302,200923,rare,패시브 1,317,159,2,불 테일 드래곤,스매시,indie_time,5,power_rate,add,32,스킬의 피해량 10% 증가,,,,,,,,,,,,
20092303,200923,rare,패시브 1,317,159,3,불 테일 드래곤,스매시,indie_time,5,power_rate,add,32,스킬의 피해량 20% 증가,,,,,,,,,,,,
20092304,200923,rare,패시브 1,317,159,4,불 테일 드래곤,스매시,indie_time,5,power_rate,add,32,스킬의 피해량 30% 증가,,,,,,,,,,,,
20092305,200923,rare,패시브 1,317,159,5,불 테일 드래곤,스매시,indie_time,2.5,power_rate,add,64,스킬의 피해량 50% 증가,,,,,,,,,,,,
20093301,200933,rare,패시브 2,,,1,불 테일 드래곤,적중 증가,indie_time_short,0,,,,강화 효과 없음,,,,,,,,,,,,
20093302,200933,rare,패시브 2,,,2,불 테일 드래곤,적중 증가,indie_time_short,0,chance_value,add,-2,재사용 시간 2초 감소,,,,,,,,,,,,
20093303,200933,rare,패시브 2,,,3,불 테일 드래곤,적중 증가,indie_time_short,0,chance_value,add,-2,재사용 시간 4초 감소,,,,,,,,,,,,
20093304,200933,rare,패시브 2,,,4,불 테일 드래곤,적중 증가,indie_time_short,0,chance_value,add,-2,재사용 시간 6초 감소,,,,,,,,,,,,
20093305,200933,rare,패시브 2,,,5,불 테일 드래곤,적중 증가,indie_time_short,0,chance_value,add,-4,재사용 시간 10초 감소,,,,,,,,,,,,
20091401,200914,rare,드래그 스킬,1386,693,1,빛 테일 드래곤,테일 썬더,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20091402,200914,rare,드래그 스킬,1386,693,2,빛 테일 드래곤,테일 썬더,active,5,power_rate,add,139,스킬의 피해량 10% 증가,,,,,,,,,,,,
20091403,200914,rare,드래그 스킬,1386,693,3,빛 테일 드래곤,테일 썬더,active,5,power_rate,add,139,스킬의 피해량 20% 증가,,,,,,,,,,,,
20091404,200914,rare,드래그 스킬,1386,693,4,빛 테일 드래곤,테일 썬더,active,5,power_rate,add,139,스킬의 피해량 30% 증가,,,,,,,,,,,,
20091405,200914,rare,드래그 스킬,1386,693,5,빛 테일 드래곤,테일 썬더,active,2.5,power_rate,add,277,스킬의 피해량 50% 증가,,,,,,,,,,,,
20092401,200924,rare,패시브 1,317,159,1,빛 테일 드래곤,스매시,indie_time,5,,,,강화 효과 없음,,,,,,,,,,,,
20092402,200924,rare,패시브 1,317,159,2,빛 테일 드래곤,스매시,indie_time,5,power_rate,add,32,스킬의 피해량 10% 증가,,,,,,,,,,,,
20092403,200924,rare,패시브 1,317,159,3,빛 테일 드래곤,스매시,indie_time,5,power_rate,add,32,스킬의 피해량 20% 증가,,,,,,,,,,,,
20092404,200924,rare,패시브 1,317,159,4,빛 테일 드래곤,스매시,indie_time,5,power_rate,add,32,스킬의 피해량 30% 증가,,,,,,,,,,,,
20092405,200924,rare,패시브 1,317,159,5,빛 테일 드래곤,스매시,indie_time,2.5,power_rate,add,64,스킬의 피해량 50% 증가,,,,,,,,,,,,
20093401,200934,rare,패시브 2,,,1,빛 테일 드래곤,적중 증가,indie_time_short,0,,,,강화 효과 없음,,,,,,,,,,,,
20093402,200934,rare,패시브 2,,,2,빛 테일 드래곤,적중 증가,indie_time_short,0,chance_value,add,-2,재사용 시간 2초 감소,,,,,,,,,,,,
20093403,200934,rare,패시브 2,,,3,빛 테일 드래곤,적중 증가,indie_time_short,0,chance_value,add,-2,재사용 시간 4초 감소,,,,,,,,,,,,
20093404,200934,rare,패시브 2,,,4,빛 테일 드래곤,적중 증가,indie_time_short,0,chance_value,add,-2,재사용 시간 6초 감소,,,,,,,,,,,,
20093405,200934,rare,패시브 2,,,5,빛 테일 드래곤,적중 증가,indie_time_short,0,chance_value,add,-4,재사용 시간 10초 감소,,,,,,,,,,,,
20091501,200915,rare,드래그 스킬,1386,693,1,어둠 테일 드래곤,테일 썬더,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20091502,200915,rare,드래그 스킬,1386,693,2,어둠 테일 드래곤,테일 썬더,active,5,power_rate,add,139,스킬의 피해량 10% 증가,,,,,,,,,,,,
20091503,200915,rare,드래그 스킬,1386,693,3,어둠 테일 드래곤,테일 썬더,active,5,power_rate,add,139,스킬의 피해량 20% 증가,,,,,,,,,,,,
20091504,200915,rare,드래그 스킬,1386,693,4,어둠 테일 드래곤,테일 썬더,active,5,power_rate,add,139,스킬의 피해량 30% 증가,,,,,,,,,,,,
20091505,200915,rare,드래그 스킬,1386,693,5,어둠 테일 드래곤,테일 썬더,active,2.5,power_rate,add,277,스킬의 피해량 50% 증가,,,,,,,,,,,,
20092501,200925,rare,패시브 1,317,159,1,어둠 테일 드래곤,스매시,indie_time,5,,,,강화 효과 없음,,,,,,,,,,,,
20092502,200925,rare,패시브 1,317,159,2,어둠 테일 드래곤,스매시,indie_time,5,power_rate,add,32,스킬의 피해량 10% 증가,,,,,,,,,,,,
20092503,200925,rare,패시브 1,317,159,3,어둠 테일 드래곤,스매시,indie_time,5,power_rate,add,32,스킬의 피해량 20% 증가,,,,,,,,,,,,
20092504,200925,rare,패시브 1,317,159,4,어둠 테일 드래곤,스매시,indie_time,5,power_rate,add,32,스킬의 피해량 30% 증가,,,,,,,,,,,,
20092505,200925,rare,패시브 1,317,159,5,어둠 테일 드래곤,스매시,indie_time,2.5,power_rate,add,64,스킬의 피해량 50% 증가,,,,,,,,,,,,
20093501,200935,rare,패시브 2,,,1,어둠 테일 드래곤,적중 증가,indie_time_short,0,,,,강화 효과 없음,,,,,,,,,,,,
20093502,200935,rare,패시브 2,,,2,어둠 테일 드래곤,적중 증가,indie_time_short,0,chance_value,add,-2,재사용 시간 2초 감소,,,,,,,,,,,,
20093503,200935,rare,패시브 2,,,3,어둠 테일 드래곤,적중 증가,indie_time_short,0,chance_value,add,-2,재사용 시간 4초 감소,,,,,,,,,,,,
20093504,200935,rare,패시브 2,,,4,어둠 테일 드래곤,적중 증가,indie_time_short,0,chance_value,add,-2,재사용 시간 6초 감소,,,,,,,,,,,,
20093505,200935,rare,패시브 2,,,5,어둠 테일 드래곤,적중 증가,indie_time_short,0,chance_value,add,-4,재사용 시간 10초 감소,,,,,,,,,,,,
20111101,201111,hero,드래그 스킬,690,345,1,땅 페어리드래곤,페어리 파우더,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20111102,201111,hero,드래그 스킬,690,345,2,땅 페어리드래곤,페어리 파우더,active,5,power_rate,add,69,스킬의 회복량 10% 증가,,,,,,,,,,,,
20111103,201111,hero,드래그 스킬,690,345,3,땅 페어리드래곤,페어리 파우더,active,5,power_rate,add,69,스킬의 회복량 20% 증가,,,,,,,,,,,,
20111104,201111,hero,드래그 스킬,690,345,4,땅 페어리드래곤,페어리 파우더,active,5,power_rate,add,69,스킬의 회복량 30% 증가,,,,,,,,,,,,
20111105,201111,hero,드래그 스킬,690,345,5,땅 페어리드래곤,페어리 파우더,active,2.5,power_rate,add,138,스킬의 회복량 50% 증가,,,,,,,,,,,,
20112101,201121,hero,패시브 1,,,1,땅 페어리드래곤,요정의 장난,indie_time_short,0,,,,강화 효과 없음,,,,,,,,,,,,
20112102,201121,hero,패시브 1,,,2,땅 페어리드래곤,요정의 장난,indie_time_short,0,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20112103,201121,hero,패시브 1,,,3,땅 페어리드래곤,요정의 장난,indie_time_short,0,chance_value,add,-2,재사용 시간 3초 감소,,,,,,,,,,,,
20112104,201121,hero,패시브 1,,,4,땅 페어리드래곤,요정의 장난,indie_time_short,0,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
20112105,201121,hero,패시브 1,,,5,땅 페어리드래곤,요정의 장난,indie_time_short,0,chance_value,add,-2,재사용 시간 7초 감소,,,,,,,,,,,,
20113101,201131,hero,패시브 2,,,1,땅 페어리드래곤,응급 지원,indie_time_short,0,,,,강화 효과 없음,,,,,,,,,,,,
20113102,201131,hero,패시브 2,,,2,땅 페어리드래곤,응급 지원,indie_time_short,0,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20113103,201131,hero,패시브 2,,,3,땅 페어리드래곤,응급 지원,indie_time_short,0,chance_value,add,-2,재사용 시간 3초 감소,,,,,,,,,,,,
20113104,201131,hero,패시브 2,,,4,땅 페어리드래곤,응급 지원,indie_time_short,0,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
20113105,201131,hero,패시브 2,,,5,땅 페어리드래곤,응급 지원,indie_time_short,0,chance_value,add,-2,재사용 시간 7초 감소,,,,,,,,,,,,
20111201,201112,hero,드래그 스킬,690,345,1,물 페어리드래곤,페어리 파우더,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20111202,201112,hero,드래그 스킬,690,345,2,물 페어리드래곤,페어리 파우더,active,5,power_rate,add,69,스킬의 회복량 10% 증가,,,,,,,,,,,,
20111203,201112,hero,드래그 스킬,690,345,3,물 페어리드래곤,페어리 파우더,active,5,power_rate,add,69,스킬의 회복량 20% 증가,,,,,,,,,,,,
20111204,201112,hero,드래그 스킬,690,345,4,물 페어리드래곤,페어리 파우더,active,5,power_rate,add,69,스킬의 회복량 30% 증가,,,,,,,,,,,,
20111205,201112,hero,드래그 스킬,690,345,5,물 페어리드래곤,페어리 파우더,active,2.5,power_rate,add,138,스킬의 회복량 50% 증가,,,,,,,,,,,,
