slid,sid,r_origin_rarity,r_origin_s_name,r_origin_power_rate,r_origin_hit,r_goal_powerate,lv,r_dragon,t_name,r_count_power_rate,col_01,mod_01,val_01,col_02,mod_02,val_02,col_03,mod_03,val_03,col_04,mod_04,val_04,col_05,mod_05,val_05,desc_1,desc_2,desc_3,desc_4,desc_5,t_desc
20042502,200425,hero,패시브 1,50,5,25,2,어둠 오르페우스,약점 포착,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20042503,200425,hero,패시브 1,50,5,25,3,어둠 오르페우스,약점 포착,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20042504,200425,hero,패시브 1,50,5,25,4,어둠 오르페우스,약점 포착,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20042505,200425,hero,패시브 1,50,5,25,5,어둠 오르페우스,약점 포착,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20043501,200435,hero,패시브 2,,1,,1,어둠 오르페우스,공격력 증가,0,,,,,,,,,,,,,,,,,,,,,
20043502,200435,hero,패시브 2,,1,,2,어둠 오르페우스,공격력 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20043503,200435,hero,패시브 2,,1,,3,어둠 오르페우스,공격력 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20043504,200435,hero,패시브 2,,1,,4,어둠 오르페우스,공격력 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20043505,200435,hero,패시브 2,,1,,5,어둠 오르페우스,공격력 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20061101,200611,rare,드래그 스킬,325,1,163,1,땅 에스티미아,녹의 신념,2,,,,,,,,,,,,,,,,,,,,,
20061102,200611,rare,드래그 스킬,325,1,163,2,땅 에스티미아,녹의 신념,2,add_option_value_1,add,1,,,,,,,,,,,,,,,,,,
20061103,200611,rare,드래그 스킬,325,1,163,3,땅 에스티미아,녹의 신념,2,power_rate,add,82,,,,,,,,,,,,,,,,,,
20061104,200611,rare,드래그 스킬,325,1,163,4,땅 에스티미아,녹의 신념,2,add_option_value_1,add,1,,,,,,,,,,,,,,,,,,
20061105,200611,rare,드래그 스킬,325,1,163,5,땅 에스티미아,녹의 신념,2,power_rate,add,82,,,,,,,,,,,,,,,,,,
20062101,200621,rare,패시브 1,,1,,1,땅 에스티미아,피어나는 생명,0,,,,,,,,,,,,,,,,,,,,,
20062102,200621,rare,패시브 1,,1,,2,땅 에스티미아,피어나는 생명,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20062103,200621,rare,패시브 1,,1,,3,땅 에스티미아,피어나는 생명,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20062104,200621,rare,패시브 1,,1,,4,땅 에스티미아,피어나는 생명,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20062105,200621,rare,패시브 1,,1,,5,땅 에스티미아,피어나는 생명,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20063101,200631,rare,패시브 2,50,1,25,1,땅 에스티미아,숲의 정기,4,,,,,,,,,,,,,,,,,,,,,
20063102,200631,rare,패시브 2,50,1,25,2,땅 에스티미아,숲의 정기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20063103,200631,rare,패시브 2,50,1,25,3,땅 에스티미아,숲의 정기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20063104,200631,rare,패시브 2,50,1,25,4,땅 에스티미아,숲의 정기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20063105,200631,rare,패시브 2,50,1,25,5,땅 에스티미아,숲의 정기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20061201,200612,rare,드래그 스킬,325,1,163,1,물 에스티미아,녹의 신념,2,,,,,,,,,,,,,,,,,,,,,
20061202,200612,rare,드래그 스킬,325,1,163,2,물 에스티미아,녹의 신념,2,add_option_value_1,add,1,,,,,,,,,,,,,,,,,,
20061203,200612,rare,드래그 스킬,325,1,163,3,물 에스티미아,녹의 신념,2,power_rate,add,82,,,,,,,,,,,,,,,,,,
20061204,200612,rare,드래그 스킬,325,1,163,4,물 에스티미아,녹의 신념,2,add_option_value_1,add,1,,,,,,,,,,,,,,,,,,
20061205,200612,rare,드래그 스킬,325,1,163,5,물 에스티미아,녹의 신념,2,power_rate,add,82,,,,,,,,,,,,,,,,,,
20062201,200622,rare,패시브 1,,1,,1,물 에스티미아,피어나는 생명,0,,,,,,,,,,,,,,,,,,,,,
20062202,200622,rare,패시브 1,,1,,2,물 에스티미아,피어나는 생명,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20062203,200622,rare,패시브 1,,1,,3,물 에스티미아,피어나는 생명,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20062204,200622,rare,패시브 1,,1,,4,물 에스티미아,피어나는 생명,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20062205,200622,rare,패시브 1,,1,,5,물 에스티미아,피어나는 생명,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20063201,200632,rare,패시브 2,150,1,75,1,물 에스티미아,숲의 정기,4,,,,,,,,,,,,,,,,,,,,,
20063202,200632,rare,패시브 2,150,1,75,2,물 에스티미아,숲의 정기,4,power_rate,add,19,,,,,,,,,,,,,,,,,,
20063203,200632,rare,패시브 2,150,1,75,3,물 에스티미아,숲의 정기,4,power_rate,add,19,,,,,,,,,,,,,,,,,,
20063204,200632,rare,패시브 2,150,1,75,4,물 에스티미아,숲의 정기,4,power_rate,add,19,,,,,,,,,,,,,,,,,,
20063205,200632,rare,패시브 2,150,1,75,5,물 에스티미아,숲의 정기,4,power_rate,add,19,,,,,,,,,,,,,,,,,,
20061301,200613,rare,드래그 스킬,325,1,163,1,불 에스티미아,녹의 신념,2,,,,,,,,,,,,,,,,,,,,,
20061302,200613,rare,드래그 스킬,325,1,163,2,불 에스티미아,녹의 신념,2,add_option_value_1,add,1,,,,,,,,,,,,,,,,,,
20061303,200613,rare,드래그 스킬,325,1,163,3,불 에스티미아,녹의 신념,2,power_rate,add,82,,,,,,,,,,,,,,,,,,
20061304,200613,rare,드래그 스킬,325,1,163,4,불 에스티미아,녹의 신념,2,add_option_value_1,add,1,,,,,,,,,,,,,,,,,,
20061305,200613,rare,드래그 스킬,325,1,163,5,불 에스티미아,녹의 신념,2,power_rate,add,82,,,,,,,,,,,,,,,,,,
20062301,200623,rare,패시브 1,,1,,1,불 에스티미아,피어나는 생명,0,,,,,,,,,,,,,,,,,,,,,
20062302,200623,rare,패시브 1,,1,,2,불 에스티미아,피어나는 생명,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20062303,200623,rare,패시브 1,,1,,3,불 에스티미아,피어나는 생명,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20062304,200623,rare,패시브 1,,1,,4,불 에스티미아,피어나는 생명,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20062305,200623,rare,패시브 1,,1,,5,불 에스티미아,피어나는 생명,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20063301,200633,rare,패시브 2,20,1,10,1,불 에스티미아,숲의 정기,4,,,,,,,,,,,,,,,,,,,,,
20063302,200633,rare,패시브 2,20,1,10,2,불 에스티미아,숲의 정기,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20063303,200633,rare,패시브 2,20,1,10,3,불 에스티미아,숲의 정기,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20063304,200633,rare,패시브 2,20,1,10,4,불 에스티미아,숲의 정기,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20063305,200633,rare,패시브 2,20,1,10,5,불 에스티미아,숲의 정기,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20061401,200614,rare,드래그 스킬,325,1,163,1,빛 에스티미아,녹의 신념,2,,,,,,,,,,,,,,,,,,,,,
20061402,200614,rare,드래그 스킬,325,1,163,2,빛 에스티미아,녹의 신념,2,add_option_value_1,add,1,,,,,,,,,,,,,,,,,,
20061403,200614,rare,드래그 스킬,325,1,163,3,빛 에스티미아,녹의 신념,2,power_rate,add,82,,,,,,,,,,,,,,,,,,
20061404,200614,rare,드래그 스킬,325,1,163,4,빛 에스티미아,녹의 신념,2,add_option_value_1,add,1,,,,,,,,,,,,,,,,,,
20061405,200614,rare,드래그 스킬,325,1,163,5,빛 에스티미아,녹의 신념,2,power_rate,add,82,,,,,,,,,,,,,,,,,,
20062401,200624,rare,패시브 1,,1,,1,빛 에스티미아,피어나는 생명,0,,,,,,,,,,,,,,,,,,,,,
20062402,200624,rare,패시브 1,,1,,2,빛 에스티미아,피어나는 생명,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20062403,200624,rare,패시브 1,,1,,3,빛 에스티미아,피어나는 생명,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20062404,200624,rare,패시브 1,,1,,4,빛 에스티미아,피어나는 생명,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20062405,200624,rare,패시브 1,,1,,5,빛 에스티미아,피어나는 생명,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20063401,200634,rare,패시브 2,10,1,5,1,빛 에스티미아,숲의 정기,4,,,,,,,,,,,,,,,,,,,,,
20063402,200634,rare,패시브 2,10,1,5,2,빛 에스티미아,숲의 정기,4,power_rate,add,1,,,,,,,,,,,,,,,,,,
20063403,200634,rare,패시브 2,10,1,5,3,빛 에스티미아,숲의 정기,4,power_rate,add,1,,,,,,,,,,,,,,,,,,
20063404,200634,rare,패시브 2,10,1,5,4,빛 에스티미아,숲의 정기,4,power_rate,add,1,,,,,,,,,,,,,,,,,,
20063405,200634,rare,패시브 2,10,1,5,5,빛 에스티미아,숲의 정기,4,power_rate,add,1,,,,,,,,,,,,,,,,,,
20061501,200615,rare,드래그 스킬,325,1,163,1,어둠 에스티미아,녹의 신념,2,,,,,,,,,,,,,,,,,,,,,
20061502,200615,rare,드래그 스킬,325,1,163,2,어둠 에스티미아,녹의 신념,2,add_option_value_1,add,1,,,,,,,,,,,,,,,,,,
20061503,200615,rare,드래그 스킬,325,1,163,3,어둠 에스티미아,녹의 신념,2,power_rate,add,82,,,,,,,,,,,,,,,,,,
20061504,200615,rare,드래그 스킬,325,1,163,4,어둠 에스티미아,녹의 신념,2,add_option_value_1,add,1,,,,,,,,,,,,,,,,,,
20061505,200615,rare,드래그 스킬,325,1,163,5,어둠 에스티미아,녹의 신념,2,power_rate,add,82,,,,,,,,,,,,,,,,,,
20062501,200625,rare,패시브 1,,1,,1,어둠 에스티미아,피어나는 생명,0,,,,,,,,,,,,,,,,,,,,,
20062502,200625,rare,패시브 1,,1,,2,어둠 에스티미아,피어나는 생명,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20062503,200625,rare,패시브 1,,1,,3,어둠 에스티미아,피어나는 생명,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20062504,200625,rare,패시브 1,,1,,4,어둠 에스티미아,피어나는 생명,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20062505,200625,rare,패시브 1,,1,,5,어둠 에스티미아,피어나는 생명,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20063501,200635,rare,패시브 2,20,1,10,1,어둠 에스티미아,숲의 정기,4,,,,,,,,,,,,,,,,,,,,,
20063502,200635,rare,패시브 2,20,1,10,2,어둠 에스티미아,숲의 정기,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20063503,200635,rare,패시브 2,20,1,10,3,어둠 에스티미아,숲의 정기,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20063504,200635,rare,패시브 2,20,1,10,4,어둠 에스티미아,숲의 정기,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20063505,200635,rare,패시브 2,20,1,10,5,어둠 에스티미아,숲의 정기,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20071101,200711,rare,드래그 스킬,33,10,17,1,땅 스파인,가시의 별,4,,,,,,,,,,,,,,,,,,,,,
20071102,200711,rare,드래그 스킬,33,10,17,2,땅 스파인,가시의 별,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20071103,200711,rare,드래그 스킬,33,10,17,3,땅 스파인,가시의 별,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20071104,200711,rare,드래그 스킬,33,10,17,4,땅 스파인,가시의 별,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20071105,200711,rare,드래그 스킬,33,10,17,5,땅 스파인,가시의 별,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20072101,200721,rare,패시브 1,100,1,50,1,땅 스파인,가시 방사,2,,,,,,,,,,,,,,,,,,,,,
20072102,200721,rare,패시브 1,100,1,50,2,땅 스파인,가시 방사,2,power_rate,add,25,,,,,,,,,,,,,,,,,,
20072103,200721,rare,패시브 1,100,1,50,3,땅 스파인,가시 방사,2,target_count,add,1,,,,,,,,,,,,,,,,,,
20072104,200721,rare,패시브 1,100,1,50,4,땅 스파인,가시 방사,2,power_rate,add,25,,,,,,,,,,,,,,,,,,
20072105,200721,rare,패시브 1,100,1,50,5,땅 스파인,가시 방사,2,target_count,add,1,,,,,,,,,,,,,,,,,,
20073101,200731,rare,패시브 2,50,3,25,1,땅 스파인,맹독 가시,0,,,,,,,,,,,,,,,,,,,,,
20073102,200731,rare,패시브 2,50,3,25,2,땅 스파인,맹독 가시,0,chance_value,add,2,,,,,,,,,,,,,,,,,,
20073103,200731,rare,패시브 2,50,3,25,3,땅 스파인,맹독 가시,0,chance_value,add,2,,,,,,,,,,,,,,,,,,
20073104,200731,rare,패시브 2,50,3,25,4,땅 스파인,맹독 가시,0,chance_value,add,3,,,,,,,,,,,,,,,,,,
20073105,200731,rare,패시브 2,50,3,25,5,땅 스파인,맹독 가시,0,chance_value,add,3,,,,,,,,,,,,,,,,,,
20071201,200712,rare,드래그 스킬,33,10,17,1,물 스파인,가시의 별,4,,,,,,,,,,,,,,,,,,,,,
20071202,200712,rare,드래그 스킬,33,10,17,2,물 스파인,가시의 별,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20071203,200712,rare,드래그 스킬,33,10,17,3,물 스파인,가시의 별,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20071204,200712,rare,드래그 스킬,33,10,17,4,물 스파인,가시의 별,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20071205,200712,rare,드래그 스킬,33,10,17,5,물 스파인,가시의 별,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20072201,200722,rare,패시브 1,100,1,50,1,물 스파인,가시 방사,2,,,,,,,,,,,,,,,,,,,,,
20072202,200722,rare,패시브 1,100,1,50,2,물 스파인,가시 방사,2,power_rate,add,25,,,,,,,,,,,,,,,,,,
20072203,200722,rare,패시브 1,100,1,50,3,물 스파인,가시 방사,2,target_count,add,1,,,,,,,,,,,,,,,,,,
20072204,200722,rare,패시브 1,100,1,50,4,물 스파인,가시 방사,2,power_rate,add,25,,,,,,,,,,,,,,,,,,
20072205,200722,rare,패시브 1,100,1,50,5,물 스파인,가시 방사,2,target_count,add,1,,,,,,,,,,,,,,,,,,
20073201,200732,rare,패시브 2,50,3,25,1,물 스파인,맹독 가시,0,,,,,,,,,,,,,,,,,,,,,
20073202,200732,rare,패시브 2,50,3,25,2,물 스파인,맹독 가시,0,chance_value,add,2,,,,,,,,,,,,,,,,,,
20073203,200732,rare,패시브 2,50,3,25,3,물 스파인,맹독 가시,0,chance_value,add,2,,,,,,,,,,,,,,,,,,
20073204,200732,rare,패시브 2,50,3,25,4,물 스파인,맹독 가시,0,chance_value,add,3,,,,,,,,,,,,,,,,,,
20073205,200732,rare,패시브 2,50,3,25,5,물 스파인,맹독 가시,0,chance_value,add,3,,,,,,,,,,,,,,,,,,
20071301,200713,rare,드래그 스킬,33,10,17,1,불 스파인,가시의 별,4,,,,,,,,,,,,,,,,,,,,,
20071302,200713,rare,드래그 스킬,33,10,17,2,불 스파인,가시의 별,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20071303,200713,rare,드래그 스킬,33,10,17,3,불 스파인,가시의 별,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20071304,200713,rare,드래그 스킬,33,10,17,4,불 스파인,가시의 별,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20071305,200713,rare,드래그 스킬,33,10,17,5,불 스파인,가시의 별,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20072301,200723,rare,패시브 1,100,1,50,1,불 스파인,가시 방사,2,,,,,,,,,,,,,,,,,,,,,
20072302,200723,rare,패시브 1,100,1,50,2,불 스파인,가시 방사,2,power_rate,add,25,,,,,,,,,,,,,,,,,,
20072303,200723,rare,패시브 1,100,1,50,3,불 스파인,가시 방사,2,target_count,add,1,,,,,,,,,,,,,,,,,,
20072304,200723,rare,패시브 1,100,1,50,4,불 스파인,가시 방사,2,power_rate,add,25,,,,,,,,,,,,,,,,,,
20072305,200723,rare,패시브 1,100,1,50,5,불 스파인,가시 방사,2,target_count,add,1,,,,,,,,,,,,,,,,,,
20073301,200733,rare,패시브 2,50,3,25,1,불 스파인,맹독 가시,0,,,,,,,,,,,,,,,,,,,,,
20073302,200733,rare,패시브 2,50,3,25,2,불 스파인,맹독 가시,0,chance_value,add,2,,,,,,,,,,,,,,,,,,
20073303,200733,rare,패시브 2,50,3,25,3,불 스파인,맹독 가시,0,chance_value,add,2,,,,,,,,,,,,,,,,,,
20073304,200733,rare,패시브 2,50,3,25,4,불 스파인,맹독 가시,0,chance_value,add,3,,,,,,,,,,,,,,,,,,
20073305,200733,rare,패시브 2,50,3,25,5,불 스파인,맹독 가시,0,chance_value,add,3,,,,,,,,,,,,,,,,,,
20071401,200714,rare,드래그 스킬,33,10,17,1,빛 스파인,가시의 별,4,,,,,,,,,,,,,,,,,,,,,
20071402,200714,rare,드래그 스킬,33,10,17,2,빛 스파인,가시의 별,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20071403,200714,rare,드래그 스킬,33,10,17,3,빛 스파인,가시의 별,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20071404,200714,rare,드래그 스킬,33,10,17,4,빛 스파인,가시의 별,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20071405,200714,rare,드래그 스킬,33,10,17,5,빛 스파인,가시의 별,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20072401,200724,rare,패시브 1,100,1,50,1,빛 스파인,가시 방사,2,,,,,,,,,,,,,,,,,,,,,
20072402,200724,rare,패시브 1,100,1,50,2,빛 스파인,가시 방사,2,power_rate,add,25,,,,,,,,,,,,,,,,,,
20072403,200724,rare,패시브 1,100,1,50,3,빛 스파인,가시 방사,2,target_count,add,1,,,,,,,,,,,,,,,,,,
20072404,200724,rare,패시브 1,100,1,50,4,빛 스파인,가시 방사,2,power_rate,add,25,,,,,,,,,,,,,,,,,,
20072405,200724,rare,패시브 1,100,1,50,5,빛 스파인,가시 방사,2,target_count,add,1,,,,,,,,,,,,,,,,,,
20073401,200734,rare,패시브 2,50,3,25,1,빛 스파인,맹독 가시,0,,,,,,,,,,,,,,,,,,,,,
20073402,200734,rare,패시브 2,50,3,25,2,빛 스파인,맹독 가시,0,chance_value,add,2,,,,,,,,,,,,,,,,,,
20073403,200734,rare,패시브 2,50,3,25,3,빛 스파인,맹독 가시,0,chance_value,add,2,,,,,,,,,,,,,,,,,,
20073404,200734,rare,패시브 2,50,3,25,4,빛 스파인,맹독 가시,0,chance_value,add,3,,,,,,,,,,,,,,,,,,
20073405,200734,rare,패시브 2,50,3,25,5,빛 스파인,맹독 가시,0,chance_value,add,3,,,,,,,,,,,,,,,,,,
20071501,200715,rare,드래그 스킬,33,10,17,1,어둠 스파인,가시의 별,4,,,,,,,,,,,,,,,,,,,,,
20071502,200715,rare,드래그 스킬,33,10,17,2,어둠 스파인,가시의 별,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20071503,200715,rare,드래그 스킬,33,10,17,3,어둠 스파인,가시의 별,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20071504,200715,rare,드래그 스킬,33,10,17,4,어둠 스파인,가시의 별,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20071505,200715,rare,드래그 스킬,33,10,17,5,어둠 스파인,가시의 별,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20072501,200725,rare,패시브 1,100,1,50,1,어둠 스파인,가시 방사,2,,,,,,,,,,,,,,,,,,,,,
20072502,200725,rare,패시브 1,100,1,50,2,어둠 스파인,가시 방사,2,power_rate,add,25,,,,,,,,,,,,,,,,,,
20072503,200725,rare,패시브 1,100,1,50,3,어둠 스파인,가시 방사,2,target_count,add,1,,,,,,,,,,,,,,,,,,
20072504,200725,rare,패시브 1,100,1,50,4,어둠 스파인,가시 방사,2,power_rate,add,25,,,,,,,,,,,,,,,,,,
20072505,200725,rare,패시브 1,100,1,50,5,어둠 스파인,가시 방사,2,target_count,add,1,,,,,,,,,,,,,,,,,,
20073501,200735,rare,패시브 2,50,3,25,1,어둠 스파인,맹독 가시,0,,,,,,,,,,,,,,,,,,,,,
20073502,200735,rare,패시브 2,50,3,25,2,어둠 스파인,맹독 가시,0,chance_value,add,2,,,,,,,,,,,,,,,,,,
20073503,200735,rare,패시브 2,50,3,25,3,어둠 스파인,맹독 가시,0,chance_value,add,2,,,,,,,,,,,,,,,,,,
20073504,200735,rare,패시브 2,50,3,25,4,어둠 스파인,맹독 가시,0,chance_value,add,3,,,,,,,,,,,,,,,,,,
20073505,200735,rare,패시브 2,50,3,25,5,어둠 스파인,맹독 가시,0,chance_value,add,3,,,,,,,,,,,,,,,,,,
20081101,200811,rare,드래그 스킬,108,3,54,1,땅 리프드래곤,리프 블레이드,4,,,,,,,,,,,,,,,,,,,,,
20081102,200811,rare,드래그 스킬,108,3,54,2,땅 리프드래곤,리프 블레이드,4,power_rate,add,14,,,,,,,,,,,,,,,,,,
20081103,200811,rare,드래그 스킬,108,3,54,3,땅 리프드래곤,리프 블레이드,4,power_rate,add,14,,,,,,,,,,,,,,,,,,
20081104,200811,rare,드래그 스킬,108,3,54,4,땅 리프드래곤,리프 블레이드,4,power_rate,add,14,,,,,,,,,,,,,,,,,,
20081105,200811,rare,드래그 스킬,108,3,54,5,땅 리프드래곤,리프 블레이드,4,power_rate,add,14,,,,,,,,,,,,,,,,,,
20082101,200821,rare,패시브 1,50,2,25,1,땅 리프드래곤,매직 리프,4,,,,,,,,,,,,,,,,,,,,,
20082102,200821,rare,패시브 1,50,2,25,2,땅 리프드래곤,매직 리프,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20082103,200821,rare,패시브 1,50,2,25,3,땅 리프드래곤,매직 리프,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20082104,200821,rare,패시브 1,50,2,25,4,땅 리프드래곤,매직 리프,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20082105,200821,rare,패시브 1,50,2,25,5,땅 리프드래곤,매직 리프,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20083101,200831,rare,패시브 2,,1,,1,땅 리프드래곤,중독추적,0,,,,,,,,,,,,,,,,,,,,,
20083102,200831,rare,패시브 2,,1,,2,땅 리프드래곤,중독추적,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20083103,200831,rare,패시브 2,,1,,3,땅 리프드래곤,중독추적,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20083104,200831,rare,패시브 2,,1,,4,땅 리프드래곤,중독추적,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20083105,200831,rare,패시브 2,,1,,5,땅 리프드래곤,중독추적,0,add_option_time_1,add,2,,,,,,,,,,,,,,,,,,
20081201,200812,rare,드래그 스킬,108,3,54,1,물 리프드래곤,리프 블레이드,4,,,,,,,,,,,,,,,,,,,,,
20081202,200812,rare,드래그 스킬,108,3,54,2,물 리프드래곤,리프 블레이드,4,power_rate,add,14,,,,,,,,,,,,,,,,,,
20081203,200812,rare,드래그 스킬,108,3,54,3,물 리프드래곤,리프 블레이드,4,power_rate,add,14,,,,,,,,,,,,,,,,,,
20081204,200812,rare,드래그 스킬,108,3,54,4,물 리프드래곤,리프 블레이드,4,power_rate,add,14,,,,,,,,,,,,,,,,,,
20081205,200812,rare,드래그 스킬,108,3,54,5,물 리프드래곤,리프 블레이드,4,power_rate,add,14,,,,,,,,,,,,,,,,,,
20082201,200822,rare,패시브 1,50,5,25,1,물 리프드래곤,매직 리프,4,,,,,,,,,,,,,,,,,,,,,
20082202,200822,rare,패시브 1,50,5,25,2,물 리프드래곤,매직 리프,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20082203,200822,rare,패시브 1,50,5,25,3,물 리프드래곤,매직 리프,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20082204,200822,rare,패시브 1,50,5,25,4,물 리프드래곤,매직 리프,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20082205,200822,rare,패시브 1,50,5,25,5,물 리프드래곤,매직 리프,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20083201,200832,rare,패시브 2,,1,,1,물 리프드래곤,중독추적,0,,,,,,,,,,,,,,,,,,,,,
20083202,200832,rare,패시브 2,,1,,2,물 리프드래곤,중독추적,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20083203,200832,rare,패시브 2,,1,,3,물 리프드래곤,중독추적,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20083204,200832,rare,패시브 2,,1,,4,물 리프드래곤,중독추적,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20083205,200832,rare,패시브 2,,1,,5,물 리프드래곤,중독추적,0,add_option_time_1,add,2,,,,,,,,,,,,,,,,,,
20081301,200813,rare,드래그 스킬,108,3,54,1,불 리프드래곤,리프 블레이드,4,,,,,,,,,,,,,,,,,,,,,
20081302,200813,rare,드래그 스킬,108,3,54,2,불 리프드래곤,리프 블레이드,4,power_rate,add,14,,,,,,,,,,,,,,,,,,
20081303,200813,rare,드래그 스킬,108,3,54,3,불 리프드래곤,리프 블레이드,4,power_rate,add,14,,,,,,,,,,,,,,,,,,
20081304,200813,rare,드래그 스킬,108,3,54,4,불 리프드래곤,리프 블레이드,4,power_rate,add,14,,,,,,,,,,,,,,,,,,
