stage,monster_id,attr,t_desc,recomm_power,snro_start,snro_wave_2,snro_wave_3,snro_finish,r_level,r_power
1220111,130034; 130044; 130054; 130064; 136024,light,"드래곤의 힘을 더 강하게 할 수 있는 룬을 얻을 수 \\n 있는 곳으로, 악몽 던전에서만 발견되는 룬도 있다고 합니다.",381240,,,,,1200,381240
1220112,130013; 130023; 130033; 130053; 136023,fire,"드래곤의 힘을 더 강하게 할 수 있는 룬을 얻을 수 \\n 있는 곳으로, 악몽 던전에서만 발견되는 룬도 있다고 합니다.",570360,,,,,1600,570360
1220113,130022; 130032; 130042; 136022,water,"드래곤의 힘을 더 강하게 할 수 있는 룬을 얻을 수 \\n 있는 곳으로, 악몽 던전에서만 발견되는 룬도 있다고 합니다.",791000,,,,,2000,791000
1220114,130031; 130041; 130051; 130061; 136021,earth,"드래곤의 힘을 더 강하게 할 수 있는 룬을 얻을 수 \\n 있는 곳으로, 악몽 던전에서만 발견되는 룬도 있다고 합니다.",1043160,,,,,2400,1043160
1220115,130025; 130035; 130045; 130055; 136025,dark,"드래곤의 힘을 더 강하게 할 수 있는 룬을 얻을 수 \\n 있는 곳으로, 악몽 던전에서만 발견되는 룬도 있다고 합니다.",1326840,,,,,2800,1326840
1230101,130031; 130041; 130051; 131121; 135021,earth,땅의 거목을 물리치면 땅 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,4980,,,,,10,4980
1230102,130031; 130041; 130051; 131121; 135021,earth,땅의 거목을 물리치면 땅 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,11038,,,,,40,11038
1230103,130031; 130041; 130051; 131121; 135021,earth,땅의 거목을 물리치면 땅 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,17273,,,,,70,17273
1230104,130031; 130041; 130051; 131121; 135021,earth,땅의 거목을 물리치면 땅 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,23685,,,,,100,23685
1230105,130031; 130041; 130051; 131121; 135021,earth,땅의 거목을 물리치면 땅 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,30275,,,,,130,30275
1230106,130031; 130041; 130051; 131121; 135021,earth,땅의 거목을 물리치면 땅 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,37042,,,,,160,37042
1230107,130031; 130041; 130051; 131121; 135021,earth,땅의 거목을 물리치면 땅 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,43986,,,,,190,43986
1230108,130031; 130041; 130051; 131121; 135021,earth,땅의 거목을 물리치면 땅 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,51107,,,,,220,51107
1230109,130031; 130041; 130051; 131121; 135021,earth,땅의 거목을 물리치면 땅 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,68414,,,,,290,68414
1230110,130031; 130041; 130051; 131121; 135021,earth,땅의 거목을 물리치면 땅 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,86686,,,,,360,86686
1230111,130031; 130041; 130051; 131121; 135021,earth,땅의 거목을 물리치면 땅 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,425565,,,,,1300,425565
1230112,130031; 130041; 130051; 131121; 135021,earth,땅의 거목을 물리치면 땅 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,622565,,,,,1700,622565
1230113,130031; 130041; 130051; 131121; 135021,earth,땅의 거목을 물리치면 땅 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,851085,,,,,2100,851085
1230114,130031; 130041; 130051; 131121; 135021,earth,땅의 거목을 물리치면 땅 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,1111125,,,,,2500,1111125
1230115,130031; 130041; 130051; 131121; 135021,earth,땅의 거목을 물리치면 땅 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,1402685,,,,,2900,1402685
1230201,130032; 130042; 130052; 131062; 135022,water,물의 거목을 물리치면 물 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,4980,,,,,10,4980
1230202,130032; 130042; 130052; 131062; 135022,water,물의 거목을 물리치면 물 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,11038,,,,,40,11038
1230203,130032; 130042; 130052; 131062; 135022,water,물의 거목을 물리치면 물 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,17273,,,,,70,17273
1230204,130032; 130042; 130052; 131062; 135022,water,물의 거목을 물리치면 물 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,23685,,,,,100,23685
1230205,130032; 130042; 130052; 131062; 135022,water,물의 거목을 물리치면 물 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,30275,,,,,130,30275
1230206,130032; 130042; 130052; 131062; 135022,water,물의 거목을 물리치면 물 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,37042,,,,,160,37042
1230207,130032; 130042; 130052; 131062; 135022,water,물의 거목을 물리치면 물 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,43986,,,,,190,43986
1230208,130032; 130042; 130052; 131062; 135022,water,물의 거목을 물리치면 물 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,51107,,,,,220,51107
1230209,130032; 130042; 130052; 131062; 135022,water,물의 거목을 물리치면 물 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,68414,,,,,290,68414
1230210,130032; 130042; 130052; 131062; 135022,water,물의 거목을 물리치면 물 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,86686,,,,,360,86686
1230211,130032; 130042; 130052; 131062; 135022,water,물의 거목을 물리치면 물 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,425565,,,,,1300,425565
1230212,130032; 130042; 130052; 131062; 135022,water,물의 거목을 물리치면 물 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,622565,,,,,1700,622565
1230213,130032; 130042; 130052; 131062; 135022,water,물의 거목을 물리치면 물 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,851085,,,,,2100,851085
1230214,130032; 130042; 130052; 131062; 135022,water,물의 거목을 물리치면 물 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,1111125,,,,,2500,1111125
1230215,130032; 130042; 130052; 131062; 135022,water,물의 거목을 물리치면 물 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,1402685,,,,,2900,1402685
1230301,130033; 130043; 130053; 131063; 135023,fire,불의 거목을 물리치면 불 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,4980,,,,,10,4980
1230302,130033; 130043; 130053; 131063; 135023,fire,불의 거목을 물리치면 불 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,11038,,,,,40,11038
1230303,130033; 130043; 130053; 131063; 135023,fire,불의 거목을 물리치면 불 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,17273,,,,,70,17273
1230304,130033; 130043; 130053; 131063; 135023,fire,불의 거목을 물리치면 불 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,23685,,,,,100,23685
1230305,130033; 130043; 130053; 131063; 135023,fire,불의 거목을 물리치면 불 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,30275,,,,,130,30275
1230306,130033; 130043; 130053; 131063; 135023,fire,불의 거목을 물리치면 불 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,37042,,,,,160,37042
1230307,130033; 130043; 130053; 131063; 135023,fire,불의 거목을 물리치면 불 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,43986,,,,,190,43986
1230308,130033; 130043; 130053; 131063; 135023,fire,불의 거목을 물리치면 불 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,51107,,,,,220,51107
1230309,130033; 130043; 130053; 131063; 135023,fire,불의 거목을 물리치면 불 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,68414,,,,,290,68414
1230310,130033; 130043; 130053; 131063; 135023,fire,불의 거목을 물리치면 불 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,86686,,,,,360,86686
1230311,130033; 130043; 130053; 131063; 135023,fire,불의 거목을 물리치면 불 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,425565,,,,,1300,425565
1230312,130033; 130043; 130053; 131063; 135023,fire,불의 거목을 물리치면 불 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,622565,,,,,1700,622565
1230313,130033; 130043; 130053; 131063; 135023,fire,불의 거목을 물리치면 불 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,851085,,,,,2100,851085
1230314,130033; 130043; 130053; 131063; 135023,fire,불의 거목을 물리치면 불 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,1111125,,,,,2500,1111125
1230315,130033; 130043; 130053; 131063; 135023,fire,불의 거목을 물리치면 불 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,1402685,,,,,2900,1402685
1230401,130034; 130044; 130054; 131024; 135024,light,빛의 거목을 물리치면 빛 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,4980,,,,,10,4980
1230402,130034; 130044; 130054; 131024; 135024,light,빛의 거목을 물리치면 빛 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,11038,,,,,40,11038
1230403,130034; 130044; 130054; 131024; 135024,light,빛의 거목을 물리치면 빛 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,17273,,,,,70,17273
1230404,130034; 130044; 130054; 131024; 135024,light,빛의 거목을 물리치면 빛 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,23685,,,,,100,23685
1230405,130034; 130044; 130054; 131024; 135024,light,빛의 거목을 물리치면 빛 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,30275,,,,,130,30275
1230406,130034; 130044; 130054; 131024; 135024,light,빛의 거목을 물리치면 빛 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,37042,,,,,160,37042
1230407,130034; 130044; 130054; 131024; 135024,light,빛의 거목을 물리치면 빛 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,43986,,,,,190,43986
1230408,130034; 130044; 130054; 131024; 135024,light,빛의 거목을 물리치면 빛 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,51107,,,,,220,51107
1230409,130034; 130044; 130054; 131024; 135024,light,빛의 거목을 물리치면 빛 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,68414,,,,,290,68414
1230410,130034; 130044; 130054; 131024; 135024,light,빛의 거목을 물리치면 빛 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,86686,,,,,360,86686
1230411,130034; 130044; 130054; 131024; 135024,light,빛의 거목을 물리치면 빛 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,425565,,,,,1300,425565
1230412,130034; 130044; 130054; 131024; 135024,light,빛의 거목을 물리치면 빛 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,622565,,,,,1700,622565
1230413,130034; 130044; 130054; 131024; 135024,light,빛의 거목을 물리치면 빛 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,851085,,,,,2100,851085
1230414,130034; 130044; 130054; 131024; 135024,light,빛의 거목을 물리치면 빛 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,1111125,,,,,2500,1111125
1230415,130034; 130044; 130054; 131024; 135024,light,빛의 거목을 물리치면 빛 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,1402685,,,,,2900,1402685
1230501,130035; 130045; 130055; 131045; 135025,dark,어둠의 거목을 물리치면 어둠 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,4980,,,,,10,4980
1230502,130035; 130045; 130055; 131045; 135025,dark,어둠의 거목을 물리치면 어둠 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,11038,,,,,40,11038
1230503,130035; 130045; 130055; 131045; 135025,dark,어둠의 거목을 물리치면 어둠 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,17273,,,,,70,17273
1230504,130035; 130045; 130055; 131045; 135025,dark,어둠의 거목을 물리치면 어둠 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,23685,,,,,100,23685
1230505,130035; 130045; 130055; 131045; 135025,dark,어둠의 거목을 물리치면 어둠 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,30275,,,,,130,30275
1230506,130035; 130045; 130055; 131045; 135025,dark,어둠의 거목을 물리치면 어둠 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,37042,,,,,160,37042
1230507,130035; 130045; 130055; 131045; 135025,dark,어둠의 거목을 물리치면 어둠 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,43986,,,,,190,43986
1230508,130035; 130045; 130055; 131045; 135025,dark,어둠의 거목을 물리치면 어둠 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,51107,,,,,220,51107
1230509,130035; 130045; 130055; 131045; 135025,dark,어둠의 거목을 물리치면 어둠 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,68414,,,,,290,68414
1230510,130035; 130045; 130055; 131045; 135025,dark,어둠의 거목을 물리치면 어둠 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,86686,,,,,360,86686
1230511,130035; 130045; 130055; 131045; 135025,dark,어둠의 거목을 물리치면 어둠 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,425565,,,,,1300,425565
1230512,130035; 130045; 130055; 131045; 135025,dark,어둠의 거목을 물리치면 어둠 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,622565,,,,,1700,622565
1230513,130035; 130045; 130055; 131045; 135025,dark,어둠의 거목을 물리치면 어둠 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,851085,,,,,2100,851085
1230514,130035; 130045; 130055; 131045; 135025,dark,어둠의 거목을 물리치면 어둠 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,1111125,,,,,2500,1111125
1230515,130035; 130045; 130055; 131045; 135025,dark,어둠의 거목을 물리치면 어둠 속성 드래곤들이 좋아하는 \\n 다양한 열매를 얻을 수 있습니다.,1402685,,,,,2900,1402685
1240001,135031,light,모든 드래곤의 진화에 사용하는 \\n 진화의 보석을 얻을 수 있는 곳이야.,6979,,,,,20,6979
1240002,135031,light,모든 드래곤의 진화에 사용하는 \\n 진화의 보석을 얻을 수 있는 곳이야.,11038,,,,,40,11038
1240003,135031,light,모든 드래곤의 진화에 사용하는 \\n 진화의 보석을 얻을 수 있는 곳이야.,15175,,,,,60,15175
1240004,135031,light,모든 드래곤의 진화에 사용하는 \\n 진화의 보석을 얻을 수 있는 곳이야.,21528,,,,,90,21528
